CustomerNo,Recency,Frequency,Monetary
15276,67,1,745.08
15277,47,1,2363.52
15278,192,1,4638.9
15279,355,1,2235.12
15280,173,1,1694.23
15281,59,9,14557.6
15286,50,1,810.31
15287,23,2,4877.45
15288,44,5,10063.92
15289,30,3,11295.24
15292,202,1,657.55
15296,51,7,21813.63
15297,11,4,7259.97
15300,65,1,3382.2599999999998
15303,291,1,3070.27
15304,61,8,1777.54
15306,65,4,14416.4
15307,96,1,589.59
15308,275,1,2112.0
15312,76,4,6236.099999999999
15313,43,2,254.39
15314,200,2,3556.65
15315,65,2,9419.7
15316,327,1,597.0
15317,284,1,1104.71
15318,4,1,4119.78
15319,165,2,2621.93
15320,45,1,3615.85
15321,71,3,14742.11
15322,86,1,4960.46
15323,191,3,4832.17
15325,104,1,2533.37
15326,191,2,4912.97
15327,53,1,1403.22
15329,26,4,22564.44
15330,33,2,14182.56
15333,209,1,4578.96
15334,157,3,3137.99
15335,54,1,977.9
15337,165,1,60.62
15339,67,3,7522.41
15341,81,1,9183.32
15342,130,1,3316.75
15343,88,1,1234.52
15344,1,4,11919.04
15345,46,1,1233.46
15346,99,2,1812.98
15348,73,1,957.36
15349,159,2,3765.6
15351,13,7,8578.34
15353,255,2,4284.09
15355,30,2,630.8100000000001
15356,32,10,17913.29
15360,40,1,2724.32
15361,11,2,3904.49
15364,96,3,6181.92
15365,26,7,12625.24
15366,76,2,6982.33
15367,58,4,12283.48
15368,22,1,2814.7000000000003
15370,41,7,10829.86
15373,9,11,7025.1
15374,68,2,9066.039999999999
15375,338,1,23.32
15376,41,3,7525.29
15379,170,7,26026.35
15380,9,5,4996.42
15381,214,2,2364.69
15384,170,3,6684.13
15385,41,1,1974.78
15386,187,1,4975.66
15387,317,1,61.34
15388,271,1,1046.04
15389,173,2,8446.8
15392,5,4,13495.12
15393,17,2,1496.12
15394,10,4,8628.16
15395,326,1,284.37
15396,113,1,1545.82
15397,290,1,301.35
15398,17,2,6611.06
15399,2,4,6887.04
15400,93,6,4437.12
15402,149,2,7747.15
15405,190,1,2336.32
15406,32,2,2853.31
15407,34,4,6694.38
15408,265,1,1360.31
15410,85,8,15836.22
15411,27,4,6657.51
15412,172,1,1302.18
15414,10,3,4182.88
15415,314,1,6064.32
15416,65,4,25011.6
15417,86,2,8807.72
15419,25,1,2496.96
15420,128,1,6711.0
15421,59,4,5358.08
15422,324,2,489.56
15423,39,1,1062.0
15424,255,3,18217.88
15426,20,5,8162.52
15427,34,3,11365.15
15428,16,1,631.38
15429,27,2,4302.57
15431,2,1,86.66000000000001
15432,24,1,841.53
15433,145,3,12660.61
15434,9,6,21948.78
15435,23,1,706.41
15436,13,3,6346.74
15437,263,1,1008.6999999999999
15438,132,1,765.22
15439,2,1,11119.980000000001
15440,55,3,2375.15
15442,249,1,1838.4
15443,2,7,16661.53
15444,10,2,5993.63
15445,265,1,710.76
15447,331,1,1030.28
15448,305,2,10704.57
15449,27,3,9140.09
15450,31,2,5580.77
15452,30,3,3351.56
15453,2,7,9593.64
15454,363,1,1064.92
15455,97,1,675.69
15456,284,3,6910.56
15457,263,1,1500.35
15458,26,1,1764.6
15460,355,1,1304.1
15462,95,3,2003.2399999999998
15463,30,1,1215.5
15464,339,1,4601.44
15466,86,1,2864.19
15467,10,3,3348.4
15468,52,2,2067.71
15469,51,2,2058.17
15470,61,1,48.519999999999996
15471,3,1,1578.26
15472,114,1,2903.89
15473,15,7,7633.759999999999
15474,236,2,6661.17
15478,41,2,6621.98
15480,117,2,4808.78
15481,356,1,114.47999999999999
15483,162,4,3213.19
15485,31,3,15364.58
15488,93,1,816.48
15489,23,3,7393.839999999999
15491,96,6,20021.84
15492,1,3,18230.28
15493,33,6,8795.14
15494,22,2,12987.21
15497,18,3,8779.07
15500,9,4,6023.38
15501,155,1,132.81
15503,363,1,862.0
15504,82,1,392.37
15506,23,3,8902.9
15507,172,1,2115.38
15508,190,7,11234.68
15509,136,1,62.36
15510,331,1,1321.24
15511,12,5,3311.2
15512,156,2,820.9399999999999
15514,13,11,23621.43
15515,136,1,5743.3
15516,45,5,9041.289999999999
15517,234,1,3276.97
15518,65,8,14388.619999999999
15520,2,2,1958.98
15521,41,9,22228.16
15522,33,3,6179.47
15523,85,2,7703.21
15524,25,1,492.0
15525,3,5,7649.36
15526,34,2,398.15999999999997
15527,19,8,11209.6
15528,255,1,1471.12
15530,22,4,11148.869999999999
15531,9,2,11515.8
15532,26,4,6851.45
15533,20,3,3777.35
15534,88,2,7545.94
15535,174,4,1899.18
15537,164,2,542.68
15539,8,1,2592.05
15540,12,1,1238.0
15541,115,2,776.64
15543,289,1,1012.54
15545,55,2,1956.6399999999999
15549,78,3,8776.86
15550,5,4,2969.33
15551,37,1,2681.13
15552,218,1,707.22
15553,61,1,4810.89
15554,278,1,981.0
15556,25,1,2705.6
15557,29,1,2663.6
15561,12,4,2568.9700000000003
15562,352,1,537.81
15563,23,3,16165.039999999999
15565,51,3,819.72
15566,362,1,14893.16
15567,19,1,2476.5099999999998
15568,3,4,11351.97
15569,104,5,8235.199999999999
15571,12,4,2965.15
15572,5,7,14074.81
15573,32,2,4208.17
15574,178,4,4089.24
15576,38,1,4920.46
15577,152,3,1010.02
15578,163,1,663.2299999999999
15579,69,3,1540.68
15581,157,10,3413.69
15582,25,3,5280.4800000000005
15584,24,4,3624.87
15585,177,1,3746.4
15586,281,1,486.71999999999997
15587,51,4,4133.280000000001
15589,256,3,2980.99
15592,47,1,4026.64
15593,71,1,819.72
15594,16,5,11425.33
15595,355,1,5971.68
15596,101,5,7131.34
15597,36,1,3192.21
15598,54,1,1824.7
15599,27,3,13786.64
15602,9,9,12011.34
15603,79,1,1033.92
15604,53,1,1851.42
15605,37,5,5747.79
15606,62,9,12134.66
15607,337,1,2177.12
15608,29,4,8379.73
15609,185,1,1822.6799999999998
15610,52,1,667.86
15611,10,11,6183.16
15612,37,2,707.55
15618,33,4,5438.7699999999995
15619,11,1,841.84
15620,57,3,10910.44
15621,5,4,4544.65
15622,44,10,23609.82
15623,142,1,1589.74
15624,117,4,4238.22
15625,104,6,14866.009999999998
15626,75,2,8544.4
15628,5,10,21880.239999999998
15629,303,1,1579.06
15630,46,2,8920.53
15632,16,8,23176.15
15633,313,1,2222.9
15634,18,1,1264.23
15636,90,3,8776.86
15637,53,1,1541.04
15639,135,1,3746.48
15641,106,5,17551.579999999998
15643,192,3,3201.7599999999998
15644,167,4,6233.86
15645,19,1,3125.07
15646,158,3,4497.01
15648,205,2,2707.8900000000003
15649,337,2,2805.12
15651,37,4,11090.68
15652,92,1,2478.09
15653,93,3,14252.9
15654,10,3,5861.02
15655,244,1,3895.25
15656,46,4,4282.72
15657,23,1,276.71999999999997
15658,191,5,3529.88
15659,44,2,12299.289999999999
15660,26,9,11127.3
15661,318,2,2737.16
15663,107,1,1228.04
15664,51,1,2005.3
15665,169,2,18041.25
15667,40,1,2768.88
15668,218,1,816.48
15669,41,4,4206.38
15670,297,1,1109.99
15671,19,7,20086.51
15673,89,4,17011.26
15674,74,5,15212.73
15675,82,5,11806.3
15677,30,2,4002.1
15678,53,1,1628.18
15679,25,6,13173.8
15680,10,4,10237.07
15681,26,7,22760.91
15683,118,1,1479.3600000000001
15687,9,9,15455.19
15689,120,2,1121.3
15690,5,2,3588.24
15691,73,2,997.4399999999999
15692,29,1,1610.3400000000001
15693,73,1,451.34
15695,267,2,2593.12
15696,34,8,13150.5
15699,18,1,687.41
15700,66,3,9166.08
15701,3,4,9492.1
15703,265,1,893.22
15704,141,4,12466.2
15705,202,1,782.1199999999999
15706,64,4,4377.09
15707,36,4,6977.16
15708,41,7,15788.48
15709,284,1,1376.76
15712,10,5,5377.67
15713,53,4,16071.85
15714,12,4,3217.9100000000003
15715,124,1,7121.64
15716,146,4,8680.08
15717,235,1,871.34
15718,221,1,4411.97
15720,25,1,3456.7599999999998
15721,12,1,2641.41
15722,36,5,12750.61
15724,5,3,983.95
15725,16,1,1400.39
15729,213,1,374.08
15730,5,4,22959.89
15732,213,2,1957.7
15733,283,1,801.74
15734,115,3,4817.56
15736,354,1,2275.59
15737,15,8,6587.86
15739,67,2,7287.73
15740,10,3,3799.9900000000002
15741,354,1,786.21
15743,17,4,2605.39
15744,78,2,2230.1
15745,20,4,5250.38
15746,135,1,1978.66
15747,13,3,3726.69
15748,4,2,691.46
15750,3,8,18804.56
15752,40,7,20248.13
15753,305,2,1733.76
15754,52,3,2509.5299999999997
15755,11,6,16126.41
15756,62,4,2906.49
15757,66,2,5702.75
15758,25,2,5660.86
15759,29,4,3194.03
15762,66,2,3051.4
15763,32,2,3822.52
15764,89,6,23707.69
15766,65,1,2065.12
15768,116,4,4957.5
15772,290,1,1014.94
15773,6,1,1976.54
15774,69,1,1169.2
15775,246,1,804.42
15776,134,2,10605.119999999999
15777,242,4,4946.8099999999995
15779,269,1,45.96
15780,184,3,2741.69
15781,26,3,2136.97
15782,10,3,10445.3
15783,11,1,1312.28
15785,33,5,18254.07
15787,27,4,11707.1
15789,359,1,4849.48
15790,11,1,723.3000000000001
15791,44,2,8534.73
15793,15,3,5576.75
15794,312,1,2003.08
15795,150,1,6270.76
15796,2,8,10313.22
15797,114,3,9990.96
15799,76,3,10694.130000000001
15800,108,2,4042.8199999999997
15801,47,4,7605.99
15803,52,1,3398.6
15806,47,3,6974.74
15807,51,3,4975.12
15808,307,4,16244.58
15809,37,5,3613.56
15810,79,4,8806.949999999999
15811,23,7,14382.49
15812,108,6,22923.49
15813,208,2,7517.11
15814,17,4,13555.11
15815,64,5,21178.14
15816,151,1,14540.25
15818,65,1,19.42
15819,50,4,14631.06
15820,102,2,4950.93
15821,45,2,2410.9
15822,4,2,3420.63
15823,178,2,20642.98
15825,173,1,3713.36
15826,57,3,11385.14
15829,100,2,10861.06
15830,38,2,11164.31
15831,59,3,12521.58
15832,255,1,5562.34
15834,71,4,12873.77
15835,45,4,4553.09
15836,51,1,407.28000000000003
15837,59,2,5004.0199999999995
15839,34,3,7395.82
15840,59,4,16574.13
15841,73,4,10909.6
15843,304,1,398.61
15844,15,3,9141.68
15845,18,8,22474.25
15847,15,3,5009.53
15848,220,1,25.72
15849,312,1,283.31
15850,20,2,3271.23
15852,94,3,730.93
15853,52,2,1497.2
15855,137,5,5511.49
15857,19,1,3460.72
15858,16,6,12929.84
15860,41,8,5410.9
15861,13,8,25242.14
15862,9,5,8828.13
15863,26,2,259.09000000000003
15864,23,6,14205.02
15865,41,3,4689.34
15866,102,1,1481.94
15869,65,3,4437.61
15870,33,1,3773.1099999999997
15871,59,1,8655.97
15872,15,2,1348.67
15875,29,1,18013.59
15877,2,2,2368.52
15879,320,1,546.88
15880,361,2,3828.14
15881,313,5,2916.62
15882,199,4,3232.54
15883,3,2,1813.56
15884,361,1,1006.42
15885,94,2,1526.62
15886,61,1,1692.23
15888,81,1,853.37
15889,157,2,2460.52
15891,227,2,9986.68
15892,268,1,3756.83
15894,254,2,1928.45
15895,150,1,1147.29
15896,268,1,8416.08
15897,195,2,2487.18
15898,2,5,5840.78
15900,24,1,2559.47
15901,17,3,3840.3
15904,9,1,519.96
15906,20,8,8132.32
15907,4,3,4524.81
15909,174,1,1201.0
15910,1,9,9999.26
15912,179,2,2167.31
15916,17,9,8621.08
15917,248,1,556.61
15918,191,2,1898.3799999999999
15919,20,2,4381.38
15920,155,3,1131.04
15921,173,1,1956.5
15923,186,2,6446.47
15924,178,1,1577.72
15925,195,1,1165.44
15927,93,2,5886.29
15928,289,1,4530.82
15930,68,2,1509.03
15932,5,8,24497.72
15933,22,3,10090.56
15935,240,1,1279.1599999999999
15937,65,1,897.1
15938,113,6,4275.25
15940,312,1,77.68
15942,134,1,2723.74
15944,277,1,845.62
15945,249,2,784.4
15947,83,1,8536.92
15948,9,2,5929.14
15949,17,2,2682.84
15950,32,5,20379.73
15951,9,2,3113.33
15952,34,4,4759.12
15953,16,8,10290.36
15957,32,2,2536.15
15958,75,1,445.20000000000005
15961,197,1,1171.47
15963,20,2,3536.7799999999997
15965,18,4,4971.38
15967,24,2,2484.79
15969,3,3,1685.3
15970,304,1,1212.18
15974,40,7,26647.54
15975,85,1,2870.92
15976,166,2,3149.61
15977,18,2,11495.13
15978,78,1,10103.44
15980,89,3,18449.06
15981,25,8,19071.12
15982,78,1,71.67
15983,23,4,10581.699999999999
15984,3,10,17563.7
15985,124,3,15164.16
15986,31,1,2919.48
15987,13,7,16246.269999999999
15988,20,1,2005.52
15990,45,2,5053.76
15992,4,1,105.23
15993,9,8,22192.49
15994,55,1,2197.63
15996,89,6,4952.97
15998,37,5,23741.36
16003,30,5,16975.56
16005,13,4,2492.7400000000002
16006,212,1,964.95
16007,48,4,15628.11
16008,24,3,3254.95
16009,23,4,4687.66
16010,246,3,2411.69
16012,36,3,9639.949999999999
16014,38,3,3239.8
16015,4,3,8397.67
16016,4,8,6708.63
16017,48,1,1262.52
16018,40,2,2366.34
16019,47,9,21371.55
16020,17,3,4467.22
16022,261,1,3165.68
16023,47,3,4388.44
16024,13,1,2511.08
16025,30,1,3914.82
16026,44,1,2733.0
16027,92,6,12711.35
16030,310,1,3119.24
16031,93,2,4876.5
16034,197,3,2929.08
16036,88,2,7498.94
16037,270,3,5023.96
16038,8,3,2843.2
16040,66,4,8434.61
16041,31,3,19484.760000000002
16042,23,5,8703.02
16043,38,4,5949.21
16045,120,4,10567.84
16049,41,3,8823.41
16050,174,1,2990.52
16051,158,1,6706.79
16052,55,2,3295.55
16053,33,2,19059.82
16054,146,1,4698.3099999999995
16055,158,2,17273.84
16056,46,1,4131.2
16057,17,7,9276.199999999999
16059,66,6,8058.95
16062,10,4,8469.79
16063,261,1,3029.1
16066,17,6,15008.89
16070,23,2,5364.74
16071,45,1,1936.01
16072,289,1,2033.57
16073,298,1,617.28
16074,360,1,169.63
16076,4,10,16260.48
16078,284,1,245.12
16079,17,3,8771.5
16080,82,2,1410.6799999999998
16081,57,5,17959.47
16082,185,1,1722.6
16083,101,2,10657.06
16084,300,1,2661.0
16085,24,5,7525.08
16086,60,5,5277.88
16091,155,2,1653.62
16092,115,3,7274.76
16093,107,1,222.39999999999998
16094,12,4,6968.41
16096,265,2,1829.48
16097,241,1,1081.31
16098,88,7,8338.44
16099,51,3,4084.1
16101,71,1,7975.93
16102,43,3,11542.72
16103,8,6,7160.06
16104,62,2,11988.95
16105,249,1,3728.24
16106,66,1,869.62
16107,18,7,14044.04
16108,85,1,7043.1
16109,219,2,6899.52
16110,46,3,8719.31
16112,144,4,6083.12
16113,184,1,1969.66
16114,171,1,579.74
16115,10,8,11273.619999999999
16116,212,1,3169.91
16117,166,2,2159.17
16119,9,3,4293.69
16120,60,4,10341.03
16121,58,2,6584.36
16122,74,5,12338.58
16123,52,1,2057.7400000000002
16124,318,1,747.2
16127,40,1,3983.02
16128,18,6,11558.51
16130,330,1,1663.1599999999999
16131,52,7,23126.510000000002
16132,330,1,835.49
16134,22,2,4380.34
16135,263,1,2672.32
16136,60,3,5236.86
16137,71,1,4911.6
16139,19,3,4033.16
16140,66,2,8225.46
16141,89,1,3075.03
16142,250,1,4633.72
16143,4,6,11275.01
16144,247,1,343.52
16146,158,3,5128.43
16147,134,1,2781.96
16148,297,1,816.48
16149,5,2,2801.96
16150,8,7,12533.81
16152,269,1,8455.06
16153,50,5,11733.8
16154,43,1,1815.34
16156,9,9,14897.85
16157,16,3,3167.19
16159,282,1,2775.7999999999997
16160,66,2,11869.18
16162,211,2,4275.51
16163,157,4,12515.39
16164,18,3,5218.68
16166,256,1,1261.88
16169,9,4,13137.15
16170,51,6,20007.66
16171,60,1,321.0
16172,96,5,8925.08
16173,16,6,6456.09
16174,127,3,7470.14
16175,95,5,8078.08
16176,285,1,881.51
16177,51,1,1313.9199999999998
16178,139,1,1166.26
16179,61,1,1112.09
16181,43,2,1821.38
16183,68,1,1381.41
16184,65,6,6937.44
16185,17,2,2626.45
16188,45,4,8779.98
16189,16,2,1391.72
16190,41,1,1122.5500000000002
16193,237,1,2567.08
16197,3,1,74.93
16198,76,1,1722.44
16200,5,2,4570.32
16201,4,5,12822.06
16202,361,1,2332.12
16203,59,4,3292.7999999999997
16204,24,1,2628.08
16205,31,4,5641.46
16206,55,5,4590.75
16207,26,2,3175.5
16208,45,3,4958.71
16209,89,6,15961.970000000001
16211,89,1,2079.19
16212,20,2,3088.73
16213,79,1,654.96
16214,171,3,5332.46
16215,81,2,8849.11
16216,268,1,3540.82
16217,2,3,13121.48
16218,30,7,19895.62
16219,2,2,20078.03
16221,37,3,7994.55
16222,319,1,4111.93
16224,58,5,15333.689999999999
16225,45,7,17978.85
16226,204,3,2229.36
16227,226,2,1259.66
16229,88,2,3901.44
16230,190,2,4057.48
16232,44,4,6651.94
16233,72,3,2333.24
16235,41,4,4129.01
16236,79,1,2266.8
16238,2,1,4454.74
16239,57,2,2522.52
16242,9,7,18221.58
16243,34,3,1754.43
16244,212,2,10324.11
16245,24,4,11886.42
16247,171,1,1982.69
16248,62,1,956.1
16249,53,5,11581.23
16250,262,3,9864.79
16254,176,1,27.259999999999998
16255,17,8,19103.75
16256,267,1,6726.58
16257,177,1,32.75
16260,51,1,3644.3
16261,18,4,3797.05
16266,74,7,4807.59
16268,72,2,6085.66
16270,354,1,8220.88
16271,16,4,9463.58
16272,117,1,1912.88
16275,197,1,4017.92
16276,177,1,5136.84
16277,192,1,2995.89
16278,101,1,1748.86
16279,22,3,11614.89
16281,73,1,11387.86
16282,340,1,1340.98
16283,6,5,13460.59
16284,32,2,6297.91
16287,170,1,3200.1600000000003
16289,11,1,24.52
16290,43,1,28.18
16292,122,1,2267.45
16293,22,11,13463.78
16295,10,5,14661.48
16297,269,1,2421.18
16298,23,4,13905.82
16301,82,1,70.42
16302,127,1,1858.34
16305,139,1,2388.4
16306,214,6,5639.55
16309,107,2,5510.78
16311,18,2,3656.0
16313,4,2,1498.83
16315,284,2,1404.21
16316,65,8,19554.7
16317,120,3,10496.88
16318,36,1,2376.21
16319,218,1,1152.48
16320,173,2,8566.82
16321,73,5,1766.4
16322,2,2,2251.9
16323,197,1,725.0
16324,129,3,3161.33
16325,47,3,2597.06
16330,18,3,1764.7600000000002
16332,29,7,9790.83
16337,37,2,9508.94
16338,158,1,1121.6999999999998
16339,285,1,311.65
16340,108,1,5529.0199999999995
16341,25,4,13947.789999999999
16342,76,4,1629.98
16343,17,2,1279.83
16344,159,1,288.18
16345,45,1,4597.4
16347,12,2,2999.01
16348,33,7,9631.19
16349,291,2,21255.399999999998
16350,22,4,6393.49
16351,333,1,717.54
16352,11,3,2948.09
16354,64,2,1899.61
16356,198,3,1170.17
16357,34,3,3196.5
16358,2,4,12928.039999999999
16359,8,9,14349.99
16360,5,6,22629.0
16361,10,4,4837.11
16362,33,5,4187.68
16363,54,1,645.0
16364,12,2,2540.88
16365,18,9,6079.28
16366,8,2,3485.05
16367,38,3,11457.28
16368,3,2,2416.81
16369,19,3,11986.449999999999
16370,83,4,7026.599999999999
16372,34,2,1972.06
16374,67,2,2876.63
16376,9,2,7813.19
16377,268,1,16072.8
16378,248,3,3108.91
16379,5,4,14158.48
16380,62,1,16423.32
16383,75,2,5398.67
16384,90,2,3263.7799999999997
16385,61,3,3212.86
16386,29,4,7498.85
16387,323,1,547.64
16389,54,4,14120.109999999999
16392,270,1,2259.54
16395,61,5,16208.21
16398,155,3,10209.73
16399,20,2,2867.84
16400,95,1,2074.33
16402,265,2,1791.23
16403,313,1,1108.74
16404,71,1,2063.2799999999997
16405,303,2,2087.61
16406,19,2,7663.14
16407,13,10,12255.82
16409,37,5,14763.48
16411,20,2,1559.62
16412,54,1,725.31
16413,57,1,1785.69
16414,22,2,406.15
16415,45,1,1993.06
16416,27,3,7695.68
16418,45,3,3349.38
16419,113,6,5369.45
16423,25,1,2650.04
16424,192,1,1038.78
16425,303,1,2349.8
16426,3,10,11836.77
16427,264,2,1845.82
16429,107,1,383.88
16430,58,1,1363.93
16431,214,3,5120.37
16432,65,1,3123.86
16433,29,1,1275.26
16434,30,7,9338.75
16436,200,2,12416.76
16438,6,5,5084.2699999999995
16440,8,5,20821.14
16441,68,2,2163.56
16442,2,3,4471.46
16444,47,4,4728.29
16445,34,1,1361.49
16446,206,1,23.47
16447,136,1,2528.1
16448,199,1,966.51
16449,198,2,4486.87
16450,150,1,2130.56
16451,88,1,1379.58
16454,65,1,26.54
16455,64,7,12013.18
16456,100,5,10022.630000000001
16457,219,1,1648.76
16460,29,3,9803.38
16461,178,1,638.4399999999999
16462,61,4,341.28000000000003
16463,22,4,13377.9
16464,20,3,10909.039999999999
16465,61,1,7852.66
16466,34,7,9640.8
16468,75,2,3295.9
16469,24,4,3263.06
16470,52,4,6074.01
16471,11,2,4243.69
16473,165,3,2332.77
16474,8,7,10528.16
16475,89,4,3827.65
16476,337,1,14.61
16477,64,7,15073.83
16478,26,3,2635.08
16479,11,2,680.01
16480,76,2,5500.3
16482,16,1,2141.7400000000002
16483,193,1,528.14
16484,174,2,2257.2799999999997
16485,78,2,2964.3
16488,34,3,7903.72
16491,47,1,5648.95
16492,355,1,6876.679999999999
16493,80,5,14916.99
16494,297,1,7765.88
16495,4,4,3245.35
16496,9,4,12232.53
16497,50,8,17715.75
16498,162,2,564.6899999999999
16499,181,3,1752.8799999999999
16500,5,9,13566.05
16503,107,4,7000.48
16504,26,2,7977.81
16505,32,1,6701.76
16506,20,2,523.02
16507,81,2,8662.0
16509,297,1,1028.69
16511,22,3,4894.32
16513,5,5,5126.11
16514,155,3,10867.92
16515,53,5,10118.8
16516,31,1,698.8
16517,278,1,1150.65
16518,62,2,3848.11
16519,26,2,761.5699999999999
16520,187,3,6524.33
16521,155,1,5239.0
16524,215,2,5010.82
16526,172,1,1383.95
16527,82,1,1319.99
16528,4,1,1089.89
16529,191,1,2495.79
16530,127,1,68.59
16531,23,7,10653.93
16532,18,3,23243.52
16533,20,3,7371.79
16534,246,2,1174.49
16535,6,1,2188.4900000000002
16536,111,3,3134.84
16539,3,5,8567.960000000001
16540,47,1,5540.64
16542,54,1,593.98
16545,67,2,8147.54
16546,291,3,11691.57
16550,109,5,18139.47
16551,96,3,10840.94
16552,243,2,2634.12
16554,43,3,4978.15
16555,36,2,2026.99
16556,67,7,22573.41
16557,25,2,1426.54
16560,27,2,5778.889999999999
16561,6,2,2465.0299999999997
16563,54,1,6085.9800000000005
16565,74,2,949.06
16566,16,6,3938.82
16567,74,3,25235.24
16569,4,1,575.67
16570,16,10,22669.239999999998
16571,27,3,14156.98
16572,128,3,6487.349999999999
16573,85,2,4370.05
16574,36,2,4772.3099999999995
16581,183,1,1481.76
16582,114,1,2002.14
16584,81,4,8422.07
16586,249,1,1449.43
16587,233,1,958.41
16588,25,1,57.199999999999996
16589,72,3,4242.64
16591,69,1,639.0600000000001
16593,51,3,1527.4499999999998
16594,76,1,841.53
16595,62,1,3654.09
16596,16,3,1046.23
16597,5,1,1127.92
16598,286,1,897.0799999999999
16600,5,6,10645.83
16601,41,1,1580.06
16602,37,2,9139.199999999999
16603,75,2,5354.64
16609,16,7,23794.5
16610,172,2,768.4
16611,187,1,614.39
16612,33,4,5731.69
16613,71,1,3637.13
16614,183,1,2804.89
16616,16,2,2961.12
16617,25,2,21188.92
16618,32,5,16684.42
16619,264,1,1595.07
16620,4,2,776.0200000000001
16621,52,4,3929.25
16623,246,1,532.41
16624,81,2,5746.34
16625,275,1,1838.59
16627,80,1,1991.29
16628,30,5,13197.69
16629,74,2,5430.66
16633,18,6,14592.98
16634,223,2,1063.68
16637,33,4,10685.22
16638,23,10,14585.39
16639,32,3,6214.72
16641,106,2,3021.96
16642,5,3,5042.95
16643,172,3,8661.41
16644,24,3,19640.489999999998
16647,170,2,1715.8600000000001
16648,43,1,3178.16
16649,355,1,145.68
16650,72,1,4344.46
16653,17,2,8435.64
16654,142,4,3506.32
16657,10,4,11051.88
16659,190,1,778.08
16660,17,4,4904.2
16664,313,1,4331.8099999999995
16665,80,3,4627.849999999999
16666,20,2,2595.04
16667,69,3,4019.6
16668,16,7,4545.6
16669,24,2,10224.15
16671,29,3,10703.8
16673,214,1,748.9300000000001
16674,5,3,2166.34
16676,34,5,8281.08
16680,44,1,972.66
16681,73,6,16236.0
16682,5,5,10942.8
16683,199,2,1511.47
16685,62,2,4378.87
16686,48,7,23158.99
16687,214,1,1996.48
16688,2,5,18277.97
16689,76,2,3815.6200000000003
16690,73,2,1645.7399999999998
16692,257,2,2702.46
16693,69,2,2570.2799999999997
16696,30,6,15062.6
16697,242,1,392.33
16698,227,2,10655.199999999999
16699,251,1,148.25
16703,279,1,18.4
16706,38,3,2835.54
16708,46,2,6141.21
16709,85,5,11827.5
16710,20,10,21019.06
16711,4,4,7942.64
16712,10,11,19469.64
16714,243,3,8660.61
16715,79,2,6922.1
16716,267,2,2153.52
16717,24,7,23309.53
16719,15,7,12618.18
16720,27,2,1688.25
16721,263,1,2062.69
16723,92,2,4633.2300000000005
16724,361,1,13.27
16725,303,6,3629.29
16726,27,5,11078.48
16728,47,4,7951.62
16730,53,3,10949.25
16732,32,1,3867.97
16734,53,3,4198.93
16735,79,5,17459.87
16737,54,1,3381.12
16738,242,2,9114.55
16739,177,1,2093.95
16742,354,1,708.55
16743,30,7,23117.56
16744,12,7,8288.86
16747,38,2,6770.18
16748,18,5,6830.34
16750,45,5,2820.49
16751,31,1,11306.14
16753,59,1,1918.93
16755,115,3,12160.57
16756,102,2,6678.85
16757,319,1,939.54
16758,66,1,2336.02
